Italy.Root.Sw.Sw11.3.ITS1	Italy.Soil.It.Sw11.3.ITS1	Italy.Root.Sw.Sw43.2.ITS1	Italy.Soil.It.Sw11.2.ITS1	Italy.Soil.Sw.It41.3.ITS1	Italy.Soil.It.Sw7.3.ITS1	Italy.Soil.It.It24.3.ITS1	Italy.Root.Sw.It32.2.ITS1	Italy.Soil.Sw.It32.1.ITS1	Italy.Soil.Sw.Sw47.2.ITS1	Italy.Soil.Sw.It15.2.ITS1	Italy.Soil.It.It15.3.ITS1	Italy.Root.Sw.Sw47.3.ITS1	Italy.Soil.Sw.It24.3.ITS1	Italy.Soil.It.It41.3.ITS1	Italy.Root.Sw.It24.1.ITS1	Italy.Soil.Sw.It15.1.ITS1	Italy.Root.Sw.Sw7.1.ITS1	Italy.Soil.It.It32.2.ITS1	Italy.Root.Sw.Sw11.1.ITS1	Italy.Soil.It.It32.3.ITS1	Italy.Soil.It.It41.1.ITS1	Italy.Soil.It.Sw11.1.ITS1	Italy.Soil.It.It24.2.ITS1	Italy.Soil.Sw.Sw7.2.ITS1	Italy.Soil.It.Sw43.2.ITS1	Italy.Root.Sw.Sw47.2.ITS1	Italy.Root.Sw.It24.3.ITS1	Italy.Root.Sw.Sw47.1.ITS1	Italy.Soil.It.Sw7.1.ITS1	Italy.Soil.Sw.It15.3.ITS1	Italy.Root.Sw.It24.2.ITS1	Italy.Soil.Sw.Sw47.1.ITS1	Italy.Soil.It.Sw47.1.ITS1	Italy.Root.Sw.It41.3.ITS1	Italy.Root.Sw.Sw43.3.ITS1	Italy.Soil.Sw.Sw43.3.ITS1	Italy.Root.Sw.It32.3.ITS1	Italy.Soil.Sw.Sw11.1.ITS1	Italy.Root.Sw.It41.2.ITS1	Italy.Root.Sw.Sw43.1.ITS1	Italy.Soil.It.Sw43.3.ITS1	Italy.Soil.It.It15.2.ITS1	Italy.Soil.It.Sw47.2.ITS1	Italy.Soil.Sw.It32.3.ITS1	Italy.Soil.Sw.It24.2.ITS1	Italy.Soil.Sw.Sw43.1.ITS1	Italy.Soil.Sw.Sw11.3.ITS1	Italy.Root.Sw.It41.1.ITS1	Italy.Soil.It.Sw43.1.ITS1	Italy.Soil.Sw.Sw43.2.ITS1	Italy.Soil.Sw.It32.2.ITS1	Italy.Soil.It.It41.2.ITS1	Italy.Root.Sw.It15.1.ITS1	Italy.Soil.It.Sw47.3.ITS1	Italy.Soil.Sw.Sw11.2.ITS1	Italy.Soil.Sw.It24.1.ITS1	Italy.Soil.Sw.Sw7.3.ITS1	Italy.Soil.Sw.Sw47.3.ITS1	Italy.Root.Sw.It15.2.ITS1	Italy.Root.Sw.Sw7.2.ITS1	Italy.Root.Sw.It15.3.ITS1	Italy.Soil.Sw.Sw7.1.ITS1	Italy.Soil.It.Sw7.2.ITS1	Italy.Soil.Sw.It41.2.ITS1	Italy.Soil.Sw.It41.1.ITS1	Italy.Root.Sw.Sw7.3.ITS1	Italy.Soil.It.It24.1.ITS1	Italy.Soil.It.It15.1.ITS1	Italy.Soil.It.It32.1.ITS1	Italy.Root.Sw.Sw11.2.ITS1	Italy.Root.Sw.It32.1.ITS1	Italy.Root.It.Sw7.1.ITS1	Sweden.Root.Sw.Sw.6.ITS1	Italy.Root.It.It32.2.ITS1	Sweden.Soil.Sw.Sw.2.ITS1	Sweden.Root.Sw.Sw.2.ITS1	Italy.Soil.Unplanted.Ita.1.ITS1	Sweden.Root.Sw.Sw.1.ITS1	Sweden.DP.Soil.Sw.Sw.3.ITS1	Sweden.Root.Sw.Sw.3.ITS1	Italy.Root.It.It41.1.ITS1	Sweden.Root.Sw.Sw.4.ITS1	Italy.Root.It.Sw7.2.ITS1	Sweden.Soil.Unplanted.Sw.3.ITS1	Italy.Root.It.It24.3.ITS1	Sweden.DP.Soil.Sw.It.3.ITS1	Italy.Soil.Unplanted.Ita.2.ITS1	Sweden.Soil.Sw.Sw.5.ITS1	Italy.Root.It.Sw7.3.ITS1	Sweden.Soil.Sw.Sw.1.ITS1	Italy.Root.It.Sw43.2.ITS1	Italy.Root.It.It15.1.ITS1	Italy.Root.It.It15.2.ITS1	Italy.Root.It.It41.3.ITS1	Sweden.DP.Soil.Sw.Sw.1.ITS1	Sweden.Soil.It.Sw.2.ITS1	Sweden.Soil.Unplanted.It.2.ITS1	Sweden.Soil.It.Sw.1.ITS1	Italy.Root.It.Sw43.1.ITS1	Sweden.Root.Sw.Sw.5.ITS1	Sweden.DP.Soil.It.Sw.1.ITS1	Sweden.Root.It.Sw.1.ITS1	Sweden.Root.It.Sw.4.ITS1	Italy.Soil.Unplanted.Swe2.ITS1	Sweden.Soil.Unplanted.It.1.ITS1	Italy.Root.It.Sw47.2.ITS1	Italy.Root.It.Sw43.3.ITS1	Italy.Root.It.It41.2.ITS1	Sweden.DP.Soil.Sw.It.1.ITS1	Italy.Root.It.Sw11.1.ITS1	Sweden.Soil.Sw.Sw.4.ITS1	Sweden.Soil.It.Sw.6.ITS1	Sweden.Soil.Unplanted.Sw.2.ITS1	Italy.Root.It.Sw11.2.ITS1	Italy.Soil.Unplanted.Swe1.ITS1	Sweden.Root.It.Sw.3.ITS1	Italy.Root.It.Sw11.3.ITS1	Sweden.Soil.Sw.Sw.6.ITS1	Sweden.Soil.Unplanted.Sw.1.ITS1	Italy.Soil.Unplanted.Swe3.ITS1	Sweden.Root.It.Sw.6.ITS1	Italy.Root.It.It24.2.ITS1	Italy.Root.It.Sw47.1.ITS1	Italy.Root.It.Sw47.3.ITS1	Sweden.Soil.It.Sw.5.ITS1	Sweden.DP.Soil.It.It.3.ITS1	Italy.Root.It.It24.1.ITS1	Sweden.Soil.Sw.Sw.3.ITS1	Sweden.DP.Soil.Sw.It.2.ITS1	Sweden.DP.Soil.It.Sw.3.ITS1	Italy.Root.It.It32.1.ITS1	Sweden.DP.Soil.Sw.Sw.2.ITS1	Sweden.Root.It.Sw.5.ITS1	Sweden.Soil.It.Sw.3.ITS1	Sweden.DP.Soil.It.It.2.ITS1	Sweden.Root.It.Sw.2.ITS1	Sweden.Soil.Unplanted.It.3.ITS1	Italy.Root.It.It32.3.ITS1	Sweden.DP.Soil.It.It.1.ITS1	Italy.Root.It.It15.3.ITS1	Sweden.DP.Soil.It.Sw.2.ITS1	Sweden.Soil.It.Sw.4.ITS1	Italy.Soil.Unplanted.Ita.3.ITS1
OTU_127	45	938	0	19	18	37	391	9	8	3	16	723	6	52	199	4	47	0	24	0	216	28	28	56	17	114	6	0	2	4	18	6	5	3	2	0	8	1	22	1	3	126	43	5	9	48	34	95	1	18	10	56	38	0	12	9	0	48	16	9	9	1	6	37	33	3	0	53	2	3	0	0	6	0	12	0	0	0	0	0	0	0	0	10	0	15	0	9	0	1	0	2	1	0	18	1	0	0	0	6	0	0	0	0	14	0	5	0	24	0	1	0	0	0	5	9	0	21	0	0	21	0	1	0	4	0	0	3	0	0	0	17	1	0	0	0	0	0	67	0	44	0	0	2
OTU_56	0	93	0	104	3	29	61	23	0	0	0	824	1	0	10	0	29	0	34	0	97	53	50	17	0	134	0	10	0	22	9	3	1	47	0	0	0	8	0	0	0	9653	60	23	1	0	1	2	0	749	0	0	115	3	89	0	0	1	2	0	1	0	0	4	1	0	0	71	2	12	0	0	0	0	1	1	0	125	0	2	0	0	4	0	0	12	0	0	0	1	0	0	0	0	7	0	55	55	227	22	0	55	156	20	0	67	0	0	246	0	0	1	86	0	0	0	55	0	0	0	9	269	2	13	351	147	67	0	0	2	254	0	0	133	96	95	15	49	2	14	44	126	93	0
OTU_240	0	0	0	0	2	0	0	16	1	3	5	0	0	7	0	0	4	11	0	0	0	0	0	0	1	0	0	0	29	0	4	76	12	0	2	128	2	0	4	12	0	0	0	0	20	6	7	0	2	0	0	1	0	2	0	0	1	10	8	1	1	0	0	0	4	5	4	0	0	0	0	0	0	13	0	70	5	0	52	99	21	0	1	0	2	0	215	0	65	0	42	0	0	0	1	25	0	0	0	0	157	0	0	0	0	0	0	0	0	56	0	39	0	20	0	15	0	0	63	7	16	0	0	0	0	0	0	0	62	24	0	0	34	0	0	0	0	0	0	0	0	0	0	0
OTU_29	14	0	0	1	8	0	0	358	2	29	13	21	0	5	0	12	34	0	0	55	0	4	1	0	9	0	121	4	423	0	10	2	1086	0	17	3528	14	8	3	0	0	1	2	1	142	20	3	62	2	0	15	3	2	22	0	6	2	3	5	333	63	65	13	0	24	6	3	0	0	0	0	0	0	453	0	120	2364	0	1273	68	4781	0	5675	0	18	0	52	0	83	0	831	0	0	0	5	523	3	0	155	0	2791	11	3	0	16	12	0	0	0	68	0	158	0	20	0	60	3	0	138	2	76	0	0	1	0	20	0	0	115	21	0	0	157	24	18	6	0	0	0	0	0	0	1	0
OTU_251	4	1	0	7	32	13	0	1	19	11	70	3	6	42	0	1	244	0	0	0	0	1	4	1	31	0	4	0	1	0	17	2	43	0	0	0	26	4	32	0	4	0	4	1	72	47	31	34	0	2	24	20	0	2	2	42	21	17	24	1	0	0	11	0	63	46	0	1	0	0	0	0	0	3	0	13	1	0	2	26	1	0	1	1	14	0	52	1	29	0	50	0	0	0	0	28	0	3	2	0	2	0	0	2	12	7	0	0	0	63	0	56	0	37	0	31	0	0	34	23	14	0	0	2	0	0	3	0	43	21	0	0	27	0	0	3	0	4	0	0	0	0	0	0
OTU_106	14	4	6	28	5	23	76	0	246	215	53	29	2	3	5	43	44	22	14	0	8	1	20	1306	18	18	0	0	7	1	375	1	18	49	37	4	1472	3	121	0	0	8	87	14	191	93	33	26	0	26	26	134	11	62	73	50	2	10	6	0	5	0	4	3	10	23	0	39	12	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	13	0	3	0	0	3	0	0	0	1	1	0	1	2	0	48	121	0	0	0	0	10	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	37	0	7	0	0	1
OTU_203	7	0	0	4	77	9	0	9	30	16	81	2	159	103	1	3	302	5	0	15	0	0	7	0	40	4	0	24	32	1	62	1	40	0	5	27	27	67	57	3	7	0	6	0	433	52	41	76	5	11	31	15	0	4	2	77	15	37	33	1	8	4	27	0	61	41	5	1	0	0	0	0	0	1	0	12	1	0	0	1	22	0	3	0	4	0	13	8	6	0	7	0	0	0	0	14	2	0	0	0	0	0	0	3	63	15	0	0	0	6	0	16	16	3	0	116	0	0	19	1	55	0	0	0	0	19	0	0	7	12	0	0	7	0	99	0	0	0	0	0	0	6	2	0
OTU_749	0	12	0	1	4	7	13	0	1	2	9	13	0	1	1	0	17	0	7	21	25	9	3	0	0	8	0	0	0	10	2	0	0	1	22	2	3	0	2	0	0	4	3	1	6	1	2	0	0	1	0	1	1	0	7	1	0	0	1	0	0	0	1	0	0	1	0	5	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	118	1	3	0	0	0
OTU_161	0	0	131	2	3	0	0	55	0	36	0	0	43	1	0	5	43	21	0	0	0	0	0	0	3	0	262	0	104	2	16	10	6	0	8	0	7	0	0	30	0	0	0	0	1	2	13	0	206	0	5	1	2	43	0	0	0	4	1	18	0	0	332	0	8	138	0	0	0	0	0	0	0	177	0	39	24	0	1427	16	66	0	112	0	0	0	32	0	53	22	177	0	0	0	0	244	0	0	0	0	290	0	0	9	0	0	0	0	0	22	0	121	0	1	5	5	0	0	55	9	3	0	0	0	0	0	0	0	78	11	0	0	12	0	8	0	0	0	0	0	0	0	0	0
OTU_275	0	13	0	117	1	9	6	0	8	1	0	12	0	3	5	0	0	0	5	0	6	480	131	8	4	52	0	0	0	12	1	0	6	9	0	0	0	0	5	0	0	77	94	3	0	0	1	0	0	14	6	6	9	0	9	4	0	0	0	0	0	0	2	40	4	1	0	10	1	8	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
OTU_164	1191	108	89	77	0	69	51	3	0	299	67	92	20	3	5	6	14	753	2	16	14	59	7	1	14	9	0	0	67	10	819	0	16	58	0	2	50	0	13	16	11	57	65	5	4	137	8	351	0	3	27	38	57	2	38	11	1	4	4	8	5	2	0	1	131	0	0	1	1	2	0	0	0	1	8	0	0	2	0	0	0	0	0	0	0	5	0	1	0	1	0	0	13	0	1	0	0	0	1	100	0	2	0	0	0	0	0	3	2066	0	3	0	0	0	15	4	0	3	0	0	8	0	1	10	7	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2
OTU_101	27	175	13	288	21	204	47	4	79	131	251	200	5	37	19	6	239	61	13	13	33	119	143	272	66	270	20	1	18	24	36	9	25	80	0	0	23	38	23	3	9	190	631	48	57	94	36	40	5	15	24	120	12	3	54	88	38	85	28	3	7	1	20	7	20	25	1	45	26	25	0	0	8	1	2	64	28	13	58	3	1	5	9	15	9	9	16	14	33	5	30	0	0	2	2	21	295	185	91	28	6	58	4	30	34	28	6	2	20	34	5	26	64	22	5	44	80	2	99	44	33	53	0	4	0	47	21	1	13	11	38	3	11	6	36	13	13	78	63	28	5	14	114	12
OTU_99	0	37	1	6	0	43	0	5	0	0	1	5	5	0	3	0	0	0	0	0	0	3	2	5	1	8	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	59	0	1	0	0	10	4	49	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	41	0	0	0	13	1	0	0	1	8	19	0	8	0	0	0	0	0	2	20	0	72	0	0	0	0	0	0	0	0	0	0	0	10	2	2	0	0	0	0	0	0	1	1	1	0	0	5067	0	1	0	0	0	0	0
OTU_478	0	0	0	2	0	1	1	0	5	1	3	202	0	0	0	5	6	0	0	0	0	3	2	0	34	0	0	1	4	0	0	0	4	0	0	0	0	0	12	0	0	44	0	0	0	46	1	4	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	112	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_82	0	287	0	302	1	182	53	218	12	8	32	874	1	61	59	1	94	0	180	0	142	107	452	293	1	1928	0	13	71	51	63	1	88	332	1	0	21	0	2	0	4	3493	483	228	16	1	9	14	1	163	2	8	49	0	219	11	8	15	51	0	0	90	0	33	2	9	0	96	61	221	0	0	5	0	3	0	0	63	0	0	0	201	0	0	4	8	2	22	1	50	2	2	6	0	0	2	5	79	20	1	0	86	0	6	2	79	0	0	4	1	0	0	23	1	3	19	4	79	1	1	1	10	1	0	92	53	22	31	4	3	4	0	1	0	0	5	8	41	12	3	9	33	11	39
OTU_91	0	0	263	32	41	79	51	0	5	10	138	86	0	11	3	74	549	0	894	0	11	123	147	16	16	39	0	41	0	5	5	62	561	4	0	9	4	0	96	14	10	11	285	15	0	24	367	22	1	40	9	34	55	5	9	0	30	22	16	0	25	0	14	5	28	4	1	95	0	7	0	0	0	0	0	0	0	28	0	3	0	0	0	0	2	6	6	26	2	0	10	0	0	265	0	4	0	0	0	56	0	0	0	2	6	1	21	2	76	5	0	3	3	4	533	10	1	0	1	1	18	8	0	0	5	2	1	9	4	1	4	0	1	178	0	1	0	2	126	0	16	3	0	5
OTU_6469	209	0	1	0	0	0	0	34	0	1	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	17	0	0	0	1	0	4	11	0	2	180	183	36	1	0	0	0	0	0	0	0	52	0	0	1	0	89	0	3	0	0	0	226	0	1	0	5	5	43	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	37	0	66	0	0	0	56	0	0	0	1	8	1	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	3	0	46	0	75	12	0	0	0	322	2	430	0	0	0	0	0	0	2	75	0	0	1	2	4	0	0	13	19	0	2	0
OTU_108	10	110	11	130	17	163	218	16	53	23	62	415	1	20	51	4	387	15	54	5	85	99	358	72	150	264	49	0	28	55	19	9	95	68	2	0	13	16	74	4	0	88	147	78	7	38	30	17	11	61	26	149	63	10	86	31	3	207	24	37	20	0	33	14	37	31	0	58	67	41	0	0	9	0	22	0	0	7	0	0	0	2	0	9	0	10	0	31	0	8	0	7	12	6	3	0	0	0	0	20	0	0	0	0	17	0	43	1	103	0	12	0	0	0	37	24	0	3	1	0	43	0	16	12	6	0	0	13	1	0	1	3	0	0	0	0	0	0	588	0	10	0	0	11
OTU_120	0	2	0	0	0	0	0	0	0	89	0	0	0	0	0	1	0	0	0	0	0	0	3970	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	3	0	3	1	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_756	0	0	0	0	4	0	0	0	4	1	3	0	0	13	0	0	10	0	0	0	0	0	0	0	9	0	0	1	0	0	6	0	4	0	0	0	5	0	10	0	0	0	0	0	9	5	16	5	0	0	7	0	0	0	0	10	3	5	7	0	1	0	5	0	8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	10	0	8	0	0	0	4	0	0	7	0	23	0	0	0	0	0	0	0	1	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0
OTU_98	3	106	0	36	3	90	29	8	90	221	13	45	34	9	12	1	104	0	2	13	3	140	40	6	18	14	1804	1	6	48	41	8	125	2	0	0	4	0	63	2	0	22	756	3	1	67	40	22	1	5	6	49	22	1	583	6	7	0	7	1	297	1	18	0	3	3	0	5	31	6	0	1	17	0	0	0	0	11	0	1	0	0	0	5	0	0	0	0	0	0	0	0	205	4	0	0	0	0	10	5	0	1	1	0	88	1	0	2	84	0	0	0	0	0	12	4	0	329	0	0	0	0	2	4	93	10	0	13	0	0	0	0	0	1	3	1	0	4	3	0	1	0	0	3
OTU_22	605	15	205	140	2	43	6	130	8	14	50	5	40	4	5	119	176	0	9	7209	0	18	60	175	39	50	34	894	0	77	3	45	134	7	52	111	57	852	1816	369	3	1	129	4	26	16	73	187	249	6	2619	34	39	1776	17	22	1	11	4	4198	39	11	11	7107	207	153	19	297	4	0	0	0	11	364	425	211	7699	0	891	5	26	0	5	3571	264	530	7	1	12	342	29	50	2	2	351	261	34	32	6337	206	72	110	17	296	18	14	148	0	147	11	10	7	58	1	11214	22	4526	43	2	3	6	2213	21	3250	12	525	7	3	77	2	40	460	3	290	14	15	165	7	0	310	138	8	317	4
OTU_64	5	2	28	0	4	4	0	52	6	241	34	0	0	11	1	0	428	2	0	81	0	0	0	1	40	1	11	400	168	0	0	0	13	0	0	774	35	0	3	947	0	0	0	0	9	2	5	0	105	0	7	6	96	207	0	7	2	3	6	531	22	46	3	0	1113	37	0	0	0	0	0	0	0	16	0	52	23	0	4935	3	4794	0	95	0	36	1	28	0	40	0	172	0	0	0	7	35	0	0	2	0	22	3	0	0	0	0	0	0	947	31	0	83	0	4	0	7	0	0	100	61	12	1	0	0	0	0	0	0	296	211	0	0	290	0	0	1	1	0	0	0	0	0	0	0
OTU_4038	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_16	17	64	1395	206	3	332	11	2	4	7	216	45	1660	10	21	2467	63	237	4	0	59	987	60	6	28	58	6	223	1269	4	712	311	829	221	0	0	64	1	121	1457	14	15	76	30	26	20	4	19	3539	301	10	25	10	366	139	8	2	32	10	2392	47	4	1	7	100	21	177	17	4	105	31	0	132	0	1215	0	0	4	0	1	0	21	0	298	0	1588	0	3	1	28	2	0	14	4	330	0	18	7	247	14031	3	339	40	791	4	11	6	330	127	0	712	0	41	0	708	23	286	4	0	0	2	48	187	103	793	75	148	3702	2	0	5	5	0	74	101	10	28	1	6	1	188	1	12	1
OTU_626	0	0	0	35	2	0	10	0	9	0	26	0	0	4	9	2	29	0	0	0	2	24	13	19	6	23	0	0	0	13	0	0	3	0	0	0	2	0	0	1	0	0	114	11	0	0	0	2	0	6	34	3	19	0	9	0	7	0	5	2	10	0	1	0	0	2	0	11	2	19	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_121	0	238	7	44	0	0	83	0	7	4	22	0	0	61	13	2	107	39	185	0	13	252	1275	26	0	168	38	0	27	112	15	6	51	181	0	15	8	0	1	1	0	27	89	32	0	4	14	2	3	46	145	4	71	2	15	32	9	0	11	4	0	0	13	4	2	42	0	92	6	76	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	123	0	6	17	35	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	3	163
OTU_19	65	22	0	0	74	51	0	4	90	41	457	26	8	255	1	3	1638	31	0	10	1	0	0	1	138	9	5	4	86	1	81	14	188	1	0	29	83	20	93	7	60	5	3	0	164	151	184	191	9	2	74	53	2	19	11	339	22	113	104	8	34	3	53	0	105	82	0	0	0	1	0	0	10	255	0	952	476	0	622	1205	239	0	374	0	1281	0	4089	4	2011	0	2247	1	0	0	0	2246	42	6	388	0	298	60	4	86	268	56	0	0	0	767	1	2385	106	1480	0	439	13	0	2096	1301	177	24	1	1	0	51	47	0	1237	1656	20	0	1125	2	196	24	3	9	0	3	0	2	44	0
OTU_129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	53	0	3	87	313	15	0	0	0	0	0	686	0	1	0	0	0	0	0	0	0	0	8	0	0	105	0	1	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	1548	0	0	0	0	3	0	0	0	5	0	1	0	164	0	0	0	7	0	0	22	0	101	0	0	0	0	0	0	5	0	0	7	0	28	0	134	2	31	0	0	1	0	1	0	0	0	0	2	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2466	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32	20	332	36	111	9	1007	434	4	95	484	353	18	11	8	20	1	122	1	1	0	17	7	2400	5	912	1505	3	0	633	162	26	6	289	1102	0	0	6	0	74	10	133	692	23	697	19	33	63	40	76	13	107	39	9	11	21	316	5	824	17	15	1105	5	18	59	41	23	26	130	19	7	0	0	121	0	31	30	4	1	3	10	2	8	1	44	2	4	2	10	22	148	3	82	13	1	1	59	349	1	36	1	0	10	5	65	82	12	53	279	30	0	328	4	142	0	1	15	118	214	11	0	3	34	0	1257	2	66	151	14	23	9	2	1	8	2	36	0	7	2	2371	32	2	0	723	0
OTU_43	19	118	18	56	39	531	76	12	59	1211	75	36	1	283	27	4	339	128	42	0	411	230	77	101	121	155	49	3	291	165	6	2	969	73	0	0	216	23	481	12	18	114	409	31	8	44	479	31	192	5	40	121	224	98	44	34	3	75	65	72	139	0	23	228	162	101	136	178	21	21	0	0	28	0	0	0	0	12	0	0	0	0	0	3	0	0	1	62	1	34	1	1	4	1619	0	0	0	0	0	0	1	3	0	0	10	0	262	2	151	0	0	0	0	0	1883	20	0	80	0	0	21	0	3	19	81	0	0	636	0	0	4	8	0	0	0	0	0	0	3280	1	450	0	0	1
OTU_173	0	0	0	0	0	0	0	0	28	0	0	0	0	2	0	3	298	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	5	7	4	0	0	0	0	198	1	3	1	0	0	0	3	2	566	0	8	2	1	0	0	0	1	6	0	3	3	0	0	0	0	0	0	0	2	0	11	3	0	1156	3	9	0	66	0	10	0	4	2	15	0	253	0	0	0	0	61	0	0	27	0	1	33	0	21	0	0	0	0	21	9	0	38	0	8	0	0	0	0	11	3	2	0	0	0	0	0	0	0	63	104	0	0	237	0	96	3	0	0	0	0	0	0	0	0
OTU_2779	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2789	0	1	0	32	0	0	0	2	0	0	2	0	53	0	0	6	18	0	0	6855	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1101	0	0	0	0	0	0	0	0	11	2	0	0	0	0	150	0	0	0	0	0	115	3	0	0	0	0	0	13	1	0	2	0	0	0	6	0	67	34	4	297	1	8	0	2	0	2	1	2	0	3	0	12	0	0	0	0	1	0	0	0	1	21	1	3	4	8	1	0	0	0	0	0	2	1	0	4652	0	0	2	0	2	0	0	0	0	0	1	0	0	38	0	0	13	0	0	0	1	0	0	0	4	0	0	0	0
OTU_110	5127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
